event_id_cnty,event_date,year,time_precision,disorder_type,event_type,sub_event_type,actor1,assoc_actor_1,inter1,actor2,assoc_actor_2,inter2,interaction,civilian_targeting,iso,region,country,admin1,admin2,admin3,location,latitude,longitude,geo_precision,source,source_scale,notes,fatalities,tags,timestamp
SAF14664,"03 May 2021",2021,1,Demonstrations,Riots,"Violent demonstration","Rioters (South Africa)","Labor Group (South Africa)",5,,,0,50,,710,"Southern Africa","South Africa",Limpopo,Waterberg,Modimolle,Vaalwater,-24.2957,28.1142,1,"Polokwane Review",Subnational,"On 3 May 2021, a group set tires on fire on several roads in Vaalwater (Waterberg, Limpopo) in a demonstration over unfair hiring procedures used by councilors.",0,"crowd size=no report",1621889045
SAF14662,"03 May 2021",2021,1,Demonstrations,Protests,"Peaceful protest","Protesters (South Africa)",,6,,,0,60,,710,"Southern Africa","South Africa",KwaZulu-Natal,Umgungundlovu,Mpofana,"Mooi River",-29.2108,30.0073,2,Witness,National,"On 3 May 2021, a group gathered at the R612 highway near Mooi River (Umgungundlovu, KwaZulu-Natal) for a demonstration. The motivation for the demonstration is unknown/not reported.",0,"crowd size=no report",1622068024
SAF14653,"02 May 2021",2021,1,"Political violence",Riots,"Mob violence","Rioters (South Africa)","Vigilante Group (South Africa)",5,"Civilians (South Africa)",,7,57,"Civilian targeting",710,"Southern Africa","South Africa",Mpumalanga,Nkangala,Emalahleni,Emalahleni,-26.018,29.1621,1,"Times (South Africa); Daily Sun (South Africa); IOL",National,"On 2 May 2021, a man was beaten and injured by a mob in Vosman neighborhood, Emalahleni (Nkangala, Mpumalanga) for allegedly sexually assaulting a blind woman.",0,"crowd size=no report",1620675925
SAF14655,"02 May 2021",2021,1,Demonstrations,Riots,"Violent demonstration","Rioters (South Africa)",,5,,,0,50,,710,"Southern Africa","South Africa","North West","Ngaka Modiri Molema",Ratlou,Makgobistad,-25.7426,25.1031,1,"City Press (South Africa)",National,"On 2 May 2021, a group set rubble on fire and blocked a road with rocks in Makgobistad (Ngaka Modiri Molema, North West) in a service delivery demonstration.",0,"crowd size=no report",1620675925
SAF14656,"02 May 2021",2021,1,Demonstrations,Protests,"Peaceful protest","Protesters (South Africa)","Labor Group (South Africa)",6,,,0,60,,710,"Southern Africa","South Africa",Gauteng,Ekurhuleni,Ekurhuleni,Olifantsfontein,-25.9493,28.2295,1,"Sowetan (South Africa)",National,"On 2 May 2021, hundreds of firefighters gathered in front of a fire station in Olifantsfontein (Ekurhuleni, Gauteng) in a demonstration to raise awareness regarding the problems they face while on duty, including attacks in some communities. The event also marked the International Firefighters' Day.",0,"crowd size=hundreds",1620675926
SAF14654,"02 May 2021",2021,1,"Political violence",Riots,"Mob violence","Rioters (South Africa)","Vigilante Group (South Africa)",5,"Civilians (South Africa)",,7,57,"Civilian targeting",710,"Southern Africa","South Africa",KwaZulu-Natal,Umgungundlovu,"The Msunduzi",KwaMpumuza,-29.6782,30.1629,1,Witness,National,"On 2 May 2021, a couple was beaten to death in an alleged vigilante attack by community members in KwaMpumuza (Umgungundlovu, KwaZulu-Natal) under robbery accusations.",2,"crowd size=no report",1622068024
SAF14651,"01 May 2021",2021,2,Demonstrations,Protests,"Peaceful protest","Protesters (South Africa)","PARCSA: People Against Race Classification",6,,,0,60,,710,"Southern Africa","South Africa","Western Cape",Eden,Oudtshoorn,Oudtshoorn,-33.5907,22.2014,1,"News24 (South Africa)",National,"Around 1 May 2021 (weekend of), PARCSA supporters took to the streets in Oudtshoorn (Eden, Western Cape) in a demonstration to highlight the group's concerns about race classification and to garner support for their campaign.",0,"crowd size=no report",1620675926
SAF14652,"01 May 2021",2021,1,Demonstrations,Protests,"Peaceful protest","Protesters (South Africa)","EFF: Economic Freedom Fighters",6,,,0,60,,710,"Southern Africa","South Africa",Gauteng,"City of Tshwane","City of Tshwane",Winterveld,-25.4151,28.0036,1,"Pretoria News",Subnational,"On 1 May 2021, Mabopane and Winterveld community members and EFF supporters took to the streets and marched to a police station in Winterveld (City of Tshwane, Gauteng) in a demonstration to demand action to eradicate corruption, laziness and sloppy investigations that affected police work.",0,"crowd size=no report",1620675926
SAF14650,"01 May 2021",2021,1,"Political violence",Riots,"Mob violence","Rioters (South Africa)",,5,"Civilians (South Africa)","Labor Group (South Africa)",7,57,"Civilian targeting",710,"Southern Africa","South Africa",Gauteng,Ekurhuleni,Ekurhuleni,Alberton,-26.2679,28.1223,1,"Times (South Africa)",National,"On 1 May 2021, 2 trucks were petrol bombed by unidentified individuals on the R59 highway in Alberton (Ekurhuleni, Gauteng). The truck driver was unharmed.",0,"crowd size=no report",1620675926
SAF14639,"30 April 2021",2021,1,Demonstrations,Protests,"Peaceful protest","Protesters (South Africa)","C19PC: C19 People's Coalition; Right2Know",6,,,0,60,,710,"Southern Africa","South Africa",Gauteng,Ekurhuleni,Ekurhuleni,Nigel,-26.4314,28.4771,1,GroundUp,National,"On 30 April 2021, about 20 C19PC and Right2Know supporters gathered outside the post office of Nigel (Ekurhuleni, Gauteng) in a demonstration against the termination of the Coronavirus Social Relief of Distress Grant (SRDG).",0,"crowd size=about 20",1620076267
SAF14640,"30 April 2021",2021,1,Demonstrations,Protests,"Peaceful protest","Protesters (South Africa)",,6,,,0,60,,710,"Southern Africa","South Africa","Western Cape","City of Cape Town","City of Cape Town","Cape Town - Bellville",-33.9,18.6333,1,GroundUp,National,"On 30 April 2021, about 20 #PayTheGrants supporters gathered outside the South African Social Security Agency (SASSA) offices in Cape Town - Bellville (City of Cape Town, Western Cape) in a demonstration against the termination of the Coronavirus Social Relief of Distress Grant (SRDG).",0,"crowd size=about 20",1620076267
SAF14648,"30 April 2021",2021,1,"Political violence",Riots,"Mob violence","Rioters (South Africa)","Vigilante Group (South Africa)",5,"Civilians (South Africa)",,7,57,"Civilian targeting",710,"Southern Africa","South Africa",Gauteng,"City of Johannesburg","City of Johannesburg","Johannesburg - Alexandra",-26.1167,28.1,1,"Citizen (South Africa); News24 (South Africa)",National,"On 30 April 2021, a man was beaten to death by a mob in Johannesburg - Alexandra (City of Johannesburg, Gauteng) under robbery accusations. 3 people were arrested.",1,"crowd size=no report",1620675925
SAF14646,"30 April 2021",2021,1,Demonstrations,Protests,"Peaceful protest","Protesters (South Africa)","ActionSA; Labor Group (South Africa)",6,,,0,60,,710,"Southern Africa","South Africa",Gauteng,"City of Tshwane","City of Tshwane",Arcadia,-25.7464,28.2214,1,"Daily Sun (South Africa)",National,"On 30 April 2021, ActionSA members gathered in front of the Department of Women, Youth and Persons with Disabilities in Arcadia (City of Tshwane, Gauteng) in a demonstration to demand the dissolution of the National Youth Development Agency (NYDA). According to the group, they were representing young unemployed people and the current NYDA is used to benefit the ANC Youth League and Sasco.",0,"crowd size=no report",1620675925
SAF14649,"30 April 2021",2021,1,Demonstrations,Riots,"Violent demonstration","Rioters (South Africa)",,5,,,0,50,,710,"Southern Africa","South Africa","Northern Cape","Pixley ka Seme",Siyathemba,Prieska,-29.6667,22.75,1,"Diamond Fields Advertiser",National,"On 30 April 2021, residents set tires on fire in front of the municipal offices in Prieska (Pixley ka Seme, Northern Cape) in a second day of demonstrations against problems regarding mining activities in the region.",0,"crowd size=no report",1620675925
SAF14647,"30 April 2021",2021,1,"Political violence","Violence against civilians",Attack,"Unidentified Armed Group (South Africa)",,3,"Civilians (Somalia)",,7,37,"Civilian targeting",710,"Southern Africa","South Africa","Western Cape","City of Cape Town","City of Cape Town","Cape Town",-33.9253,18.4239,1,Twitter,"New media","On 30 April 2021, a Somali national was shot and killed by unidentified individuals in Cape Town (City of Cape Town, Western Cape). Motivation and authorship are unknown.",1,,1620675926
SAF14636,"29 April 2021",2021,1,Demonstrations,Protests,"Peaceful protest","Protesters (South Africa)","Students (South Africa); Labor Group (South Africa)",6,,,0,60,,710,"Southern Africa","South Africa",Gauteng,"City of Johannesburg","City of Johannesburg","Johannesburg - Sandton",-26.1,28.0667,1,"Political Bureau (South Africa); Citizen (South Africa)",National,"On 29 April 2021, TransformSA supporters, students and union members took to the streets of Johannesburg - Sandton (City of Johannesburg, Gauteng) in a demonstration against what they describe are 'racist banks' in the country.",0,"crowd size=no report",1620076266
SAF14638,"29 April 2021",2021,1,Demonstrations,Protests,"Peaceful protest","Protesters (South Africa)",,6,,,0,60,,710,"Southern Africa","South Africa","North West",Bojanala,Rustenburg,Rustenburg,-25.6667,27.25,2,GardaWorld,Other,"On 29 April 2021, a group gathered on the N4 highway, near Rustenburg (Bojanala, North West) for a demonstration. The motivation for the event is unknown/not reported.",0,"crowd size=no report",1620076267
SAF14637,"29 April 2021",2021,1,Demonstrations,Protests,"Peaceful protest","Protesters (South Africa)",,6,,,0,60,,710,"Southern Africa","South Africa","Western Cape",Eden,"Mossel Bay","Mossel Bay",-34.1831,22.1461,1,"Mossel Bay Advertiser",Subnational,"On 29 April 2021, a group of homeless people gathered in front of a shelter in Mossel Bay (Eden, Western Cape) in a demonstration to demand that the toilets at the taxi rank near the shelter be opened for them at night and on Sundays.",0,"crowd size=no report",1620076267
SAF14644,"29 April 2021",2021,1,Demonstrations,Protests,"Peaceful protest","Protesters (South Africa)","THO: Traditional Healers Organisation; Labor Group (South Africa)",6,,,0,60,,710,"Southern Africa","South Africa",Gauteng,Ekurhuleni,Ekurhuleni,Etwatwa,-26.1249,28.4544,1,"Daily Sun (South Africa)",National,"On 29 April 2021, members of the THO marched in the streets of Etwatwa (Ekurhuleni, Gauteng) in a demonstration against, what they claim, are fake traditional leaders (izangoma) who use their title to sexually abuse individuals.",0,"crowd size=no report",1620675925
SAF14645,"29 April 2021",2021,1,Demonstrations,Protests,"Peaceful protest","Protesters (South Africa)",,6,,,0,60,,710,"Southern Africa","South Africa","Northern Cape","Pixley ka Seme",Siyathemba,Prieska,-29.6667,22.75,2,"Diamond Fields Advertiser",National,"On 29 April 2021, residents blocked all the roads leading to Prieska (Pixley ka Seme, Northern Cape), closing down the city, in a demonstration against problems regarding mining activities in the region.",0,"crowd size=no report",1620675925
SAF14643,"29 April 2021",2021,1,"Political violence",Riots,"Mob violence","Rioters (South Africa)","Vigilante Group (South Africa)",5,"Civilians (South Africa)",,7,57,"Civilian targeting",710,"Southern Africa","South Africa",Gauteng,Ekurhuleni,Ekurhuleni,Daveyton,-26.15,28.4167,1,"Sowetan (South Africa)",National,"On 29 April 2021, a man was attacked with electrical cables, stones and iron rods and was severely injured by a mob of Qalabusha informal settlement residents in Daveyton (Ekurhuleni, Gauteng) under accusations of robbery.",0,"crowd size=no report",1620675926
SAF14689,"29 April 2021",2021,1,Demonstrations,Protests,"Peaceful protest","Protesters (South Africa)",,6,,,0,60,,710,"Southern Africa","South Africa",Gauteng,Ekurhuleni,Ekurhuleni,Germiston,-26.2167,28.1833,1,"Bedford View",Subnational,"On 29 April 2021, members of an arts center marched to the City of Ekurhuleni (CoE) offices in Germiston (Ekurhuleni, Gauteng) in a demonstration to demand support from the City.",0,"crowd size=no report",1621889044
SAF14635,"29 April 2021",2021,1,Demonstrations,Protests,"Peaceful protest","Protesters (South Africa)","SDCEA: South Durban Environmental Alliance",6,,,0,60,,710,"Southern Africa","South Africa",KwaZulu-Natal,eThekwini,eThekwini,Durban,-29.8579,31.0292,1,"Rising Sun Chatsworth",Subnational,"On 29 April 2021, more than 50 SDCEA members gathered at the Durban City Hall (eThekwini, KwaZulu-Natal) in a demonstration to raise awareness to climate justice issues and to promote green living.",0,"crowd size=more than 50",1622068024
SAF14626,"28 April 2021",2021,1,Demonstrations,Protests,"Peaceful protest","Protesters (South Africa)","Free Gender Khayelitsha; LGBTQ+ (South Africa); Women (South Africa)",6,,,0,60,,710,"Southern Africa","South Africa","Western Cape","City of Cape Town","City of Cape Town","Cape Town - Harare",-34.0583,18.6725,1,"Cape Argus; Daily Sun (South Africa)",Subnational-National,"On 28 April 2021, members of the Free Gender organization gathered in front of a police station in Cape Town - Harare (City of Cape Town, Western Cape) in a demonstration against, what they describe, is the unfair treatment of rape survivors in Khayelitsha police stations.",0,"crowd size=no report",1620076266
SAF14631,"28 April 2021",2021,1,Demonstrations,Riots,"Violent demonstration","Rioters (South Africa)",,5,"Police Forces of South Africa (1994-)",,1,15,,710,"Southern Africa","South Africa","Northern Cape","Frances Baard","Sol Plaatje",Kimberley,-28.7333,24.7667,1,"GardaWorld; SABC News",Other-National,"On 28 April 2021, a group set tire on fire on the N8 highway in Kimberley (Frances Baard, Northern Cape) in a service delivery demonstration. The police used rubber bullets to disperse the group, who responded by throwing stones at the officers.",0,"crowd size=no report",1620076266
SAF14634,"28 April 2021",2021,1,Demonstrations,Protests,"Peaceful protest","Protesters (South Africa)",,6,,,0,60,,710,"Southern Africa","South Africa",Limpopo,Capricorn,Polokwane,Westenburg,-23.9047,29.4301,1,"Polokwane Review",Subnational,"On 28 April 2021, a group blocked the West street, Westenburg (Capricorn, Limpopo) in a demonstration over a dispute with their ward councilor. Demonstrations were held since 26 April.",0,"crowd size=no report",1620076267
SAF14632,"28 April 2021",2021,1,Demonstrations,Riots,"Violent demonstration","Rioters (South Africa)",,5,,,0,50,,710,"Southern Africa","South Africa",KwaZulu-Natal,iLembe,Maphumulo,Maphumulo,-29.15,31.0666,1,Witness,National,"On 28 April 2021, Oqaqeni residents set tires on fire and used tree branches to block the R74 road in Maphumulo (iLembe, KwaZulu-Natal) in a demonstration to demand the asphalting of the D1533 road.",0,"crowd size=no report",1620076268
SAF14633,"28 April 2021",2021,1,Demonstrations,Riots,"Violent demonstration","Rioters (South Africa)",,5,"Civilians (South Africa)","Labor Group (South Africa); Government of South Africa (1994-)",7,57,,710,"Southern Africa","South Africa","Northern Cape","Frances Baard",Magareng,Warrenton,-28.1167,24.85,1,"Diamond Fields Advertiser",National,"On 28 April 2021, a group pelted stones at several houses (including the homes of the mayor and councilors,) and cars on the N2 highway in Warrenton (Frances Baard, Northern Cape) in a service delivery demonstration. The demonstration lasted the entire day and the majority of businesses in the town were closed. A truck driver was injured inside his truck causing it to crash into a house.",0,"crowd size=no report",1620675925
SAF14630,"28 April 2021",2021,1,Demonstrations,Riots,"Violent demonstration","Rioters (South Africa)",,5,,,0,50,,710,"Southern Africa","South Africa",KwaZulu-Natal,eThekwini,eThekwini,Glenwood,-29.8706,30.9887,2,Witness,National,"On 28 April 2021, about 100 people set tires on fire on the Old Bishopstowe road, near Glenwood (eThekwini, KwaZulu-Natal) in a demonstration to demand land. The group also tried to invade land in Tamboville.",0,"crowd size=about 100",1622068024
SAF14629,"28 April 2021",2021,1,Demonstrations,Protests,"Peaceful protest","Protesters (South Africa)","Students (South Africa)",6,,,0,60,,710,"Southern Africa","South Africa",KwaZulu-Natal,Umgungundlovu,"The Msunduzi",Pietermaritzburg,-29.6167,30.3833,1,Witness,National,"On 28 April 2021, university students gathered at the KZN Legislature offices in Pietermaritzburg (Umgungundlovu, KwaZulu-Natal) in a demonstration to demand the payment of their NSFAS funding.",0,"crowd size=no report",1622068024
SAF14627,"28 April 2021",2021,1,Demonstrations,Protests,"Peaceful protest","Protesters (South Africa)","GLASA: Gay and Lesbian Alliance of South Africa; LGBTQ+ (South Africa)",6,,,0,60,,710,"Southern Africa","South Africa",KwaZulu-Natal,eThekwini,eThekwini,Ntuzuma,-29.739,30.949,1,"Times (South Africa)",National,"On 28 April 2021, members of the Gay and Lesbian Alliance of SA gathered in front of the Ntuzuma magistrate's court (eThekwini, KwaZulu-Natal) in a demonstration to oppose bail of a suspect accused of committing a homophobic crime.",0,"crowd size=no report",1622068024
SAF14628,"28 April 2021",2021,1,Demonstrations,Protests,"Peaceful protest","Protesters (South Africa)","SAFDA: South African Farmers Development Association; Farmers (South Africa)",6,,,0,60,,710,"Southern Africa","South Africa",KwaZulu-Natal,eThekwini,eThekwini,Durban,-29.8579,31.0292,1,"Times (South Africa); Witness",National,"On 28 April 2021, SAFDA members marched to the Democratic Alliance offices in Durban (eThekwini, KwaZulu-Natal) in a demonstration to demand the resignation of the DA Minister of agriculture, forestry and fisheries.",0,"crowd size=no report",1622068024
SAF14619,"27 April 2021",2021,1,Demonstrations,Protests,"Peaceful protest","Protesters (South Africa)","Khoikhoi Ethnic Group (South Africa)",6,,,0,60,,710,"Southern Africa","South Africa","Western Cape","City of Cape Town","City of Cape Town","Cape Town - Observatory",-33.9361,18.4679,1,"Cape Argus",Subnational,"On 27 April 2021, several civil society organizations and about 100 individuals marched from Oude Molen to Cape Town - Observatory (City of Cape Town, Western Cape) in a demonstration against the development of a company plant in the Liesbeek river region. The Salt River Heritage Society, Observatory Civic, Oude Molen Eco Village, Iziko Museum and the Goringhaicona Khoi Khoi Indigenous Traditional Council participated in the march.",0,"crowd size=about 100",1620076267
SAF14624,"27 April 2021",2021,1,Demonstrations,Protests,"Peaceful protest","Protesters (South Africa)",,6,,,0,60,,710,"Southern Africa","South Africa","Western Cape","City of Cape Town","City of Cape Town","Cape Town",-33.9253,18.4239,1,"Cape Argus",Subnational,"On 27 April 2021, members of the Strand Collective Leadership gathered in Cape Town (City of Cape Town, Western Cape) in a demonstration to demand a better service from the local magistrate's court and the criminal justice system in the province.",0,"crowd size=no report",1620076267
SAF14620,"27 April 2021",2021,1,Demonstrations,Protests,"Peaceful protest","Protesters (South Africa)","Students (South Africa); Teachers (South Africa); Women (South Africa)",6,,,0,60,,710,"Southern Africa","South Africa","Western Cape","City of Cape Town","City of Cape Town","Cape Town - Athlone",-33.9626,18.5016,1,"Cape Argus",Subnational,"On 27 April 2021, students and teachers of a high school gathered along the Jan Smuts drive, Cape Town - Athlone (City of Cape Town, Western Cape) in a demonstration against gender-base violence (GBV), bullying and racism.",0,"crowd size=no report",1620076267
SAF14618,"27 April 2021",2021,1,Demonstrations,Protests,"Peaceful protest","Protesters (South Africa)","Black Sash; IEJ: Institute for Economic Justice; C19PC: C19 People's Coalition",6,,,0,60,,710,"Southern Africa","South Africa","Western Cape","City of Cape Town","City of Cape Town","Cape Town - Delft",-33.9656,18.6444,1,"Cape Argus",Subnational,"On 27 April 2021, #PayTheGrants supporters took to the streets in Cape Town - Delft (City of Cape Town, Western Cape) in a demonstration against the termination of the Coronavirus Social Relief of Distress Grant (SRDG). Black Sash, the Institute for Economic Justice, the C19 People's Coalition, among others, were among the demonstrators.",0,"crowd size=no report",1620076267
SAF14621,"27 April 2021",2021,1,Demonstrations,Protests,"Peaceful protest","Protesters (South Africa)","Women (South Africa); LGBTQ+ (South Africa); Break the Silence Movement (South Africa)",6,,,0,60,,710,"Southern Africa","South Africa",Gauteng,"City of Tshwane","City of Tshwane",Pretoria,-25.7449,28.1878,1,"Daily Sun (South Africa)",National,"On 27 April 2021, a group of women gathered around the Union Buildings in Pretoria (City of Tshwane, Gauteng) in a demonstration against gender-base violence (GBV). The demonstrations was organized by Break the Silence.",0,"crowd size=no report",1620076267
SAF14623,"27 April 2021",2021,1,Demonstrations,Riots,"Violent demonstration","Rioters (South Africa)",,5,,,0,50,,710,"Southern Africa","South Africa",Limpopo,Capricorn,Polokwane,Westenburg,-23.9047,29.4301,1,"Polokwane Review",Subnational,"On 27 April 2021, a group set tires on fire in the West street, Westenburg (Capricorn, Limpopo) in a demonstration over a dispute with their ward councilor. Demonstrations were held from 26 April to 28 April.",0,"crowd size=no report",1620076267
SAF14625,"27 April 2021",2021,1,Demonstrations,Protests,"Peaceful protest","Protesters (South Africa)",,6,,,0,60,,710,"Southern Africa","South Africa",Gauteng,Sedibeng,Emfuleni,Sebokeng,-26.5833,27.8333,1,"Sedibeng Star",Subnational,"On 27 April 2021, Waterdal community members gathered at the region's abandoned mines in Sebokeng (Sedibeng, Gauteng) in a demonstration to demand the closure.",0,"crowd size=no report",1620076267
SAF14622,"27 April 2021",2021,1,Demonstrations,Riots,"Violent demonstration","Rioters (South Africa)",,5,,,0,50,,710,"Southern Africa","South Africa",Gauteng,Ekurhuleni,Ekurhuleni,Tembisa,-25.9989,28.2269,1,"Daily Sun (South Africa)",National,"On 27 April 2021, a group stoned buses in Tembisa (Ekurhuleni, Gauteng) during a service delivery demonstration.",0,"crowd size=no report",1663032948
SAF14607,"26 April 2021",2021,1,Demonstrations,Protests,"Peaceful protest","Protesters (South Africa)","ACDP: African Christian Democratic Party",6,,,0,60,,710,"Southern Africa","South Africa","Western Cape","City of Cape Town","City of Cape Town","Cape Town",-33.9253,18.4239,1,"EWN; News24 (South Africa)",National,"On 26 April 2021, a group gathered in front of the provincial legislature in Cape Town (City of Cape Town, Western Cape) in a demonstration against the Western Cape Education Department's proposed gender identity and sexual orientation policy for schools. The ACDP participated in the event.",0,"crowd size=no report",1620076266
SAF14609,"26 April 2021",2021,1,Demonstrations,Protests,"Peaceful protest","Protesters (South Africa)","ANC: African National Congress; ANCWL: African National Congress Womens League; Women (South Africa); ANCYL: African National Congress Youth League",6,,,0,60,,710,"Southern Africa","South Africa",Gauteng,"City of Johannesburg","City of Johannesburg",Johannesburg,-26.2023,28.0436,1,"IOL; EWN; News24 (South Africa); Citizen (South Africa)",National,"On 26 April 2021, members of the ANC, ANCWL and ANCYL marched the William Nicol Drive in Johannesburg (City of Johannesburg, Gauteng) in a demonstration to demand the change of the road name to Winnie Madikizela-Mandela Drive.",0,"crowd size=no report",1620076266
SAF14615,"26 April 2021",2021,1,Demonstrations,Riots,"Violent demonstration","Rioters (South Africa)",,5,,,0,50,,710,"Southern Africa","South Africa","Northern Cape","Frances Baard","Sol Plaatje",Kimberley,-28.7333,24.7667,1,"Diamond Fields Advertiser; SABC News",National,"On 26 April 2021, a group set tires on fire, blocking roads in Kimberley (Frances Baard, Northern Cape) in a service delivery demonstration and to demand the premier and the leadership of the municipality to resign. A demonstration was also held on 28 April (coded separately).",0,"crowd size=no report",1620076266
SAF14616,"26 April 2021",2021,1,Demonstrations,Riots,"Violent demonstration","Rioters (South Africa)",,5,,,0,50,,710,"Southern Africa","South Africa",Mpumalanga,Ehlanzeni,Bushbuckridge,Thulamahashi,-24.7246,31.1994,1,"Daily Sun (South Africa)",National,"On 26 April 2021, Kumani residents set a municipal waste truck on fire at the Mhala Testing Station, Thulamahashi (Ehlanzeni, Mpumalanga) in a demonstration to demand the construction of a bridge across the Mutlumuvi River.",0,"crowd size=no report",1620076267
SAF14613,"26 April 2021",2021,1,"Political violence",Riots,"Mob violence","Rioters (South Africa)","Vigilante Group (South Africa)",5,"Civilians (South Africa)",,7,57,"Civilian targeting",710,"Southern Africa","South Africa",Mpumalanga,Nkangala,Emalahleni,Emalahleni,-26.018,29.1621,1,"Daily Sun (South Africa)",National,"On 26 April 2021, 2 men were attacked and killed by a mob in a bar in Die Heuwel neighborhood, Emalahleni (Nkangala, Mpumalanga) after being accused of robbery.",2,"crowd size=no report",1620076267
SAF14617,"26 April 2021",2021,1,Demonstrations,Protests,"Peaceful protest","Protesters (South Africa)",,6,,,0,60,,710,"Southern Africa","South Africa",Limpopo,Capricorn,Polokwane,Westenburg,-23.9047,29.4301,1,"Polokwane Review",Subnational,"On 26 April 2021, a group blocked the West street, Westenburg (Capricorn, Limpopo) in a demonstration over a dispute with their ward councilor. Demonstrations were held until 28 April.",0,"crowd size=no report",1620076267
SAF14610,"26 April 2021",2021,1,Demonstrations,Protests,"Peaceful protest","Protesters (South Africa)","EFF: Economic Freedom Fighters",6,,,0,60,,710,"Southern Africa","South Africa",Gauteng,"City of Tshwane","City of Tshwane",Pretoria,-25.7449,28.1878,1,"Pretoria News",Subnational,"On 26 April 2021, EFF members gathered in front of the US Embassy in Pretoria (City of Tshwane, Gauteng) in a demonstration against the indiscriminate killing of black people in the country after a South African rugby player was killed in Hawaii.",0,"crowd size=no report",1620076267
SAF14611,"26 April 2021",2021,1,Demonstrations,Protests,"Peaceful protest","Protesters (South Africa)","Ndebele Ethnic Group (South Africa); Labor Group (South Africa)",6,,,0,60,,710,"Southern Africa","South Africa",Gauteng,"City of Tshwane","City of Tshwane",Hatfield,-25.7474,28.2382,1,"Pretoria News",Subnational,"On 26 April 2021, AmaNdebele gathered outside a broadcasting company in Hatfield (City of Tshwane, Gauteng) in a demonstration against the transfer of the Ikwekwezi FM's studio and personnel to Auckland Park, Johannesburg.",0,"crowd size=no report",1620076267
SAF14642,"26 April 2021",2021,1,"Political violence",Riots,"Mob violence","Rioters (South Africa)","Vigilante Group (South Africa)",5,"Civilians (South Africa)",,7,57,"Civilian targeting",710,"Southern Africa","South Africa",Gauteng,Ekurhuleni,Ekurhuleni,Daveyton,-26.15,28.4167,1,"Sowetan (South Africa)",National,"On 26 April 2021, 2 men were stoned to death by a mob of Qalabusha informal settlement residents in Daveyton (Ekurhuleni, Gauteng) after they were caught allegedly breaking into houses in the area.",2,"crowd size=no report",1620675926
SAF14608,"26 April 2021",2021,1,Demonstrations,Protests,"Peaceful protest","Protesters (South Africa)","ACDP: African Christian Democratic Party",6,,,0,60,,710,"Southern Africa","South Africa",KwaZulu-Natal,Umgungundlovu,"The Msunduzi",Pietermaritzburg,-29.6167,30.3833,1,Witness,National,"On 26 April 2021, ACDP members marched to the Pietermaritzburg High Court (Umgungundlovu, KwaZulu-Natal) in a demonstration in support of the Chief Justice, accused of misconduct over comments about Israel.",0,"crowd size=no report",1622068024
SAF14614,"26 April 2021",2021,1,Demonstrations,Riots,"Violent demonstration","Rioters (South Africa)",,5,,,0,50,,710,"Southern Africa","South Africa",KwaZulu-Natal,eThekwini,eThekwini,Durban,-29.8579,31.0292,2,"South Coast Sun",National,"On 26 April 2021, Adams Mission residents set tires on fire on the Sheleni road near Durban (eThekwini, KwaZulu-Natal) in a service delivery demonstration.",0,"crowd size=no report",1622068024
SAF14612,"26 April 2021",2021,1,Demonstrations,Protests,"Peaceful protest","Protesters (South Africa)","Phepha Foundation; Women (South Africa); Labor Group (South Africa)",6,,,0,60,,710,"Southern Africa","South Africa",KwaZulu-Natal,eThekwini,eThekwini,Durban,-29.8579,31.0292,1,"EWN; Times (South Africa); Witness",National,"On 26 April 2021, about 100 people, including members of the Phepha Foundation and anti gender-based violence organizations, marched from a mall to a police station in Durban (eThekwini, KwaZulu-Natal) in a demonstration to demand psycho-social support for female staffers who have reported sexual assault crimes in the workplace.",0,"crowd size=about 100",1622068024
SAF14604,"25 April 2021",2021,2,Demonstrations,Riots,"Violent demonstration","Rioters (South Africa)",,5,,,0,50,,710,"Southern Africa","South Africa",Mpumalanga,Ehlanzeni,Bushbuckridge,Cork,-24.9544,31.3171,1,"Daily Sun (South Africa)",National,"Around 25 April 2021 (as reported), a group used tree branches and other objects to block the Kruger Road in Cork (Ehlanzeni, Mpumalanga) in a demonstration to demand the road to be asphalted.",0,"crowd size=no report",1620076267
SAF14606,"25 April 2021",2021,2,Demonstrations,Protests,"Peaceful protest","Protesters (South Africa)",,6,,,0,60,,710,"Southern Africa","South Africa",Mpumalanga,Ehlanzeni,Bushbuckridge,Bushbuckridge,-24.5568,31.5245,2,"Daily Sun (South Africa)",National,"Around 25 April 2021 (as reported), Alexandria and Oakley residents marched across the region near Bushbuckridge (Ehlanzeni, Mpumalanga) in a service delivery demonstration. The group closed 6 schools for 2 weeks.",0,"crowd size=no report",1620076267
SAF14605,"25 April 2021",2021,1,"Political violence",Riots,"Mob violence","Rioters (South Africa)",,5,"Civilians (South Africa)","LGBTQ+ (South Africa)",7,57,"Civilian targeting",710,"Southern Africa","South Africa","Free State","Fezile Dabi",Metsimaholo,Sasolburg,-26.8136,27.817,1,"Times (South Africa)",National,"On 25 April 2021, a member of the LGBT community was attacked and injured by 6 men in a bar in Sasolburg (Fezile Dabi, Free State). The attack was motivated by his sexuality.",0,"crowd size=6",1620076268
